title,genre,release_year,runtime,rating,vote_count,director,cast1,cast2,cast3,cast4,overview,gross,poster_link,source,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Science Fiction,Sport,Thriller,TV Movie,War,Western,main_genre
The Exorcism of God,"Horror, Crime, Drama, Fantasy",2022,98.0,7.103,1051,Alejandro Hidalgo,Will Beinbrink,María Gabriela de Faría,Irán Castillo,Joseph Marcell,"An American priest working in Mexico is considered a saint by many local parishioners. However, due to a botched exorcism, he carries a secret that’s eating him alive until he gets an opportunity to face his demon one final time.",-1500000.0,https://image.tmdb.org/t/p/w500/hangTmbxpSV4gpHG7MgSlCWSSFa.jpg,TMDB,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Horror
She Said,"Drama, History",2022,129.0,7.2,553,Maria Schrader,Carey Mulligan,Zoe Kazan,Patricia Clarkson,Andre Braugher,New York Times reporters Megan Twohey and Jodi Kantor break one of the most important stories in a generation — a story that helped launch the #MeToo movement and shattered decades of silence around the subject of sexual assault in Hollywood.,-18100000.0,https://image.tmdb.org/t/p/w500/jG4UI2dbNWlWtTTupjeU3fRJ5Fn.jpg,TMDB,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Drama
Robot Dreams,"Animation, Drama, Comedy, Science Fiction",2023,102.0,8.099,480,Pablo Berger,Ivan Labanda,Tito Trifol,Rafa Calvo,José García Tos,A lonely dog's friendship with his robot companion takes a sad turn when an unexpected malfunction forces him to abandon Robot at the beach. Will Dog ever meet Robot again?,-643652.0,https://image.tmdb.org/t/p/w500/ds402Qq09ybgBcXKiQNTZfzsP5o.jpg,TMDB,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Animation
May December,Drama,2023,117.0,6.665,690,Todd Haynes,Natalie Portman,Julianne Moore,Charles Melton,Cory Michael Smith,"Twenty years after their notorious tabloid romance gripped the nation, a married couple buckles under the pressure when an actress arrives to do research for a film about their past.",-15767630.0,https://image.tmdb.org/t/p/w500/zhV7B610l7hjlri4ywikJ18ONuq.jpg,TMDB,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
Mortal Kombat Legends: Battle of the Realms,"Animation, Action, Fantasy",2021,80.0,7.621,424,Ethan Spaulding,Jordan Rodrigues,Jennifer Carpenter,Joel McHale,Patrick Seitz,"The Earthrealm heroes must journey to the Outworld and fight for the survival of their homeland, invaded by the forces of evil warlord Shao Kahn, in the tournament to end all tournaments: the final Mortal Kombat.",0.0,https://image.tmdb.org/t/p/w500/ablrE8IbWcIrAxMmm4gnPn75AMS.jpg,TMDB,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Animation
Players,"Romance, Comedy",2024,105.0,6.078,256,Trish Sie,Gina Rodriguez,Damon Wayans Jr.,Tom Ellis,Augustus Prew,"New York sportswriter Mack has spent years devising successful hook-up ""plays"" with her friends, but when she unexpectedly falls for one of her targets, she must learn what it takes to go from simply scoring to playing for keeps.",0.0,https://image.tmdb.org/t/p/w500/eA94hAGntLm7Lfol5FQJNxd53Hw.jpg,TMDB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Romance
Jerry & Marge Go Large,"Comedy, Drama",2022,96.0,7.35,320,David Frankel,Bryan Cranston,Annette Bening,Rainn Wilson,Larry Wilmore,"The remarkable true story of how retiree Jerry Selbee discovers a mathematical loophole in the Massachusetts lottery and, with the help of his wife, Marge, wins $27 million dollars and uses the money to revive their small Michigan town.",0.0,https://image.tmdb.org/t/p/w500/bbBGSm1kjgmZ0O3bPUQIbA0xlKQ.jpg,TMDB,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
Unfrosted,"Comedy, History",2024,97.0,5.299,241,Jerry Seinfeld,Jerry Seinfeld,Melissa McCarthy,Jim Gaffigan,Hugh Grant,"In a time when milk and cereal ruled breakfast, a fierce corporate battle begins over a revolutionary new pastry.",0.0,https://image.tmdb.org/t/p/w500/zxcpbkiyv81u1frI7b0f6qaYufE.jpg,TMDB,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
Rumble Through the Dark,"Thriller, Action",2023,116.0,6.186,70,Parker Phillips,Aaron Eckhart,Bella Thorne,Marianne Jean-Baptiste,Ritchie Coster,"In the dark landscape of the Mississippi Delta, a former bare-knuckle fighter must win one last fight to pay off his debts to the local mob boss and save his childhood home—the stakes nothing less than life or death.",0.0,https://image.tmdb.org/t/p/w500/19UbYIT9WEQS5qSD3BREDxVXk8g.jpg,TMDB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Thriller
Perfect Addiction,"Drama, Romance",2023,97.0,6.745,274,Castille Landon,Kiana Madeira,Ross Butler,Matthew Noszka,Bree Winslow,A female boxing trainer discovers that her champion cage-fighter boyfriend has been cheating on her with her sister and decides to seek revenge by training up his arch-rival to challenge him.,0.0,https://image.tmdb.org/t/p/w500/3wkrRKMFRwCpjp1U27914oRbcqH.jpg,TMDB,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Drama
Extraction Point,"Science Fiction, Action, Thriller",2021,73.0,5.4,37,Franklin Correa,Tara London,Franklin Correa,Farid Jamal Khan,Bryan C. King,An alien visitor must race against time to reach his extraction point after his UFO is forced to crash down on Earth.,0.0,https://image.tmdb.org/t/p/w500/1djkxHjE3Z2Wk30nrIYm3tj19DO.jpg,TMDB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Science Fiction
State of Siege: Temple Attack,"Action, Drama",2021,106.0,6.194,31,Ken Ghosh,Akshaye Khanna,Gautam Rode,Vivek Dahiya,Abhimanyu Singh,"Based on the true incident of the 2002 terrorist attack in Gujarat's Akshardham temple, the story revolves around the bravery of NSG commandos, who stood up for their country and their people in the worst of times.",0.0,https://image.tmdb.org/t/p/w500/ckghAN8FuYY2icUyJjVkKXiBrek.jpg,TMDB,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
"The Good, the Bart, and the Loki","Animation, Comedy, Family",2021,6.0,7.272,657,David Silverman,Tom Hiddleston,Dan Castellaneta,Nancy Cartwright,Yeardley Smith,Loki is banished from Asgard once again and must face his toughest opponents yet: the Simpsons and Springfield’s mightiest heroes. The God of Mischief teams up with Bart Simpson in the ultimate crossover event paying tribute to the Marvel Cinematic Universe of superheroes and villains.,0.0,https://image.tmdb.org/t/p/w500/rtMdtzywcAGOrF6t8fbxJBqpdcq.jpg,TMDB,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Animation
The Enforcer,"Action, Crime, Drama",2022,91.0,7.013,388,Richard Hughes,Antonio Banderas,Kate Bosworth,Mojean Aria,Alexis Ren,"A noir thriller set in Miami, the film follows an enforcer who discovers his femme fatale boss has branched out into cyber sex trafficking, putting a young runaway he’s befriended at risk. He sacrifices everything to save the young girl from the deadly organization he’s spent his life building.",-1261569.0,https://image.tmdb.org/t/p/w500/pXC8JJbfnRWtbD8i2yKFqqWEO4X.jpg,TMDB,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
Role Play,"Action, Comedy, Romance",2023,101.0,6.0,505,Thomas Vincent,Kaley Cuoco,David Oyelowo,Bill Nighy,Connie Nielsen,Emma has a wonderful husband and two kids in the suburbs of New Jersey – she also has a secret life as an assassin for hire – a secret that her husband David discovers when the couple decide to spice up their marriage with a little role play.,0.0,https://image.tmdb.org/t/p/w500/7MhXiTmTl16LwXNPbWCmqxj7UxH.jpg,TMDB,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Action
Rebel Moon - Part One: A Child of Fire,"Science Fiction, Drama, Action",2023,134.0,6.329,2060,Zack Snyder,Sofia Boutella,Michiel Huisman,Ed Skrein,Djimon Hounsou,"When the ruthless forces of the Motherworld threaten a quiet farming village on a distant moon, a mysterious outsider becomes its best hope for survival.",-83000000.0,https://image.tmdb.org/t/p/w500/ui4DrH1cKk2vkHshcUcGt2lKxCm.jpg,TMDB,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Science Fiction
Death Alley,"Western, Action",2021,94.0,5.318,33,Nicholas Barton,Delno Ebie,Nicholas Barton,Corey Cannon,Julia Grace Anderson,"In 1892, the Dalton Gang set out to become the most famous outlaws in America. That dream would become a nightmare.",-1200000.0,https://image.tmdb.org/t/p/w500/iIKYK9mdapWlJ21YNRGB57WKErK.jpg,TMDB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Western
Athena,"Action, Adventure, Thriller, Drama",2022,97.0,6.6,713,Romain Gavras,Dali Benssalah,Anthony Bajon,Alexis Manenti,Ouassini Embarek,"Hours after the tragic death of their youngest brother in unexplained circumstances, three siblings have their lives thrown into chaos.",0.0,https://image.tmdb.org/t/p/w500/su9vjjdfrud65HDhgwF5JE59YWI.jpg,TMDB,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Action
Lord of Misrule,Horror,2023,104.0,6.206,90,William Brent Bell,Tuppence Middleton,Ralph Ineson,Matt Stokoe,Evie Templeton,"When the daughter of the town's new priest goes missing during the harvest festival, a desperate search begins, uncovering the town's dark history and resurfacing tales of a mysterious, malevolent spirit that demands sacrifice.",0.0,https://image.tmdb.org/t/p/w500/eCNJuGsCNdf2yf4F3UcDg1WZTbo.jpg,TMDB,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Horror
Olympians at Heart,Family,2021,88.0,8.0,3,Amy Force,Nastia Liukin,Cailan Laine Punnewaert,Noa DiBerto,Jake Gosden,"Twins Essie and Ella are best friends who share a passion for gymnastics. When they are both up for the same event, its causes a divided, and they're faced with the challenge of competing against each other.",0.0,https://image.tmdb.org/t/p/w500/1IIIAeAA39cvMfPv9DWJ4gXs9Mi.jpg,TMDB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Family
The Kindred,Horror,2021,94.0,6.4,113,Jamie Patterson,April Pearson,Blake Harrison,James Cosmo,Samantha Bond,"After her father’s suicide, a young mother investigates what led to his death. But when she is haunted by spirits and unearths an unsolved mystery from 30 years ago, she discovers a dark family history that could prove deadly for her child.",0.0,https://image.tmdb.org/t/p/w500/99PE8haWB7nLky627wJBsWn2awJ.jpg,TMDB,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Horror
